id,title,artist_title,classification_titles
69387,Steel Industry,Raoul Lamourdedieu,medal;medal/plaquette/coin;sculpture;bronze;metal;french
69380,"Amedee Godard, Editing Engraver",Ovide Yencesse,medal;medal/plaquette/coin;sculpture;bronze;metal;french;portrait
70079,Republicque Française,Georges Lemaire,medal;medal/plaquette/coin;sculpture;bronze;metal;french
69389,Pan and Syrinx,Abel Lafleur,medal/plaquette/coin;sculpture;medal;metal;silver;french
106785,"Notre Dame des Andelys, France",Herman Armour Webster,etching;print;prints and drawing
106784,La Maison du Sacristain,Herman Armour Webster,etching;print;prints and drawing
20236,La Buvette,Herman Armour Webster,etching;print;prints and drawing
8331,"Traghetto, Venice",Herman Armour Webster,etching;print;prints and drawing
8328,"Institut de France, Paris",Herman Armour Webster,etching;print;prints and drawing
28018,"La Maison Méline, Paris",Herman Armour Webster,etching;print;prints and drawing
18758,Paysanne,Herman Armour Webster,etching;print;prints and drawing
8335,"Cortland Street, New York",Herman Armour Webster,etching;print;prints and drawing
28025,"Vieux Marché, Marseille",Herman Armour Webster,etching;print;prints and drawing
28022,Head of an Old Man,Herman Armour Webster,etching;print;prints and drawing
28020,"La Rue du Grenier sur l'Eau, Paris",Herman Armour Webster,etching;print;prints and drawing
50396,"The Belfry, Bruges",Herman Armour Webster,etching;print;prints and drawing
34790,"La Maison Méline, Paris",Herman Armour Webster,etching;print;prints and drawing
34787,"Vieux Port, Marseille",Herman Armour Webster,etching;print;prints and drawing
50402,Le Loing à Gretz,Herman Armour Webster,etching;print;prints and drawing
50399,Valley of the Loing,Herman Armour Webster,etching;print;prints and drawing
50408,"Saint-Ouen, Rouen",Herman Armour Webster,etching;print;prints and drawing
50407,"Old Houses, Rouen",Herman Armour Webster,etching;print;prints and drawing
50405,Morlaix,Herman Armour Webster,etching;print;prints and drawing
50421,"La Rue Haute, Rouen",Herman Armour Webster,etching;print;prints and drawing
50417,Cour Normande,Herman Armour Webster,etching;print;prints and drawing
50415,"La Cathédrale, Rouen",Herman Armour Webster,etching;print;prints and drawing
50412,"La Rue du Hallage, Rouen",Herman Armour Webster,etching;print;prints and drawing
50428,The Bridge at Grez,Herman Armour Webster,etching;print;prints and drawing
50425,Villiers,Herman Armour Webster,etching;print;prints and drawing
50424,"The Court, Bourron",Herman Armour Webster,etching;print;prints and drawing
50439,"Ancienne Faculté de Médecine, Paris",Herman Armour Webster,etching;print;prints and drawing
50437,"La Rue Hautefeuille, Paris",Herman Armour Webster,etching;print;prints and drawing
50434,Paysanne,Herman Armour Webster,etching;print;prints and drawing
50446,"La Rue Cardinale, Paris",Herman Armour Webster,etching;print;prints and drawing
50442,"Le Pont Neuf, Paris",Herman Armour Webster,etching;print;prints and drawing
50459,Mirada - Alhambra,Herman Armour Webster,etching;print;prints and drawing
50453,"Der Lange Franz, Frankfurt",Herman Armour Webster,etching;print;prints and drawing
50450,"Klostergasse, Frankfurt",Herman Armour Webster,etching;print;prints and drawing
50469,"Bendergasse, Frankfort",Herman Armour Webster,etching;print;prints and drawing
50465,"La Rue Fromentel, Paris",Herman Armour Webster,etching;print;prints and drawing
50462,A Street in Toledo,Herman Armour Webster,etching;print;prints and drawing
50478,"Vieilles Maisons sur le Quai, Paris",Herman Armour Webster,etching;print;prints and drawing
50475,"Le Pont Notre-Dame, Paris",Herman Armour Webster,etching;print;prints and drawing
50472,"La Rue Brise-Miche, Paris",Herman Armour Webster,etching;print;prints and drawing
50487,"Spitalplatz, Strasbourg",Herman Armour Webster,etching;print;prints and drawing
50484,"Notre Dame des Andelys, France",Herman Armour Webster,etching;print;prints and drawing
50481,"Institut de France, Paris",Herman Armour Webster,etching;print;prints and drawing
50500,La Route de Louviers,Herman Armour Webster,etching;print;prints and drawing
50497,"Notre Dame et le Quai aux Fleurs, Paris",Herman Armour Webster,etching;print;prints and drawing
50494,"La Rue de la Parcheminerie, Paris",Herman Armour Webster,etching;print;prints and drawing
50509,"Old Butter Market, Bruges",Herman Armour Webster,etching;print;prints and drawing
50506,"Vieux Marché, Marseille",Herman Armour Webster,etching;print;prints and drawing
50503,"Vieux Port, Marseille",Herman Armour Webster,etching;print;prints and drawing
50520,Head of an Old Man,Herman Armour Webster,etching;print;prints and drawing
50518,"La Maison Méline, Paris",Herman Armour Webster,etching;print;prints and drawing
50514,Paysanne,Herman Armour Webster,etching;print;prints and drawing
50528,"Saint-Saturnin, Toulouse",Herman Armour Webster,etching;print;prints and drawing
50527,"Old Court, Sachsenhausen",Herman Armour Webster,etching;print;prints and drawing
50523,"La Rue St-Jacques, Paris",Herman Armour Webster,etching;print;prints and drawing
90559,Soir de Fête en Italie,Herman Armour Webster,etching;print;prints and drawing
29388,Cour Normande,Herman Armour Webster,etching;print;prints and drawing
13541,"Monte Caprino, Rome",Herman Armour Webster,etching;print;prints and drawing
29397,"Saint-Ouen, Rouen",Herman Armour Webster,etching;print;prints and drawing
29394,"La Rue du Hallage, Rouen",Herman Armour Webster,etching;print;prints and drawing
29390,"Old Butter Market, Bruges",Herman Armour Webster,etching;print;prints and drawing
61273,"La Rue de la Parcheminerie, Paris",Herman Armour Webster,etching;print;prints and drawing
29400,A Street in Toledo,Herman Armour Webster,etching;print;prints and drawing
10439,"Saint-Ouen, Rouen",Herman Armour Webster,etching;print;prints and drawing
10448,Head of an Old Man,Herman Armour Webster,etching;print;prints and drawing
10442,"Ancienne Faculté de Médecine, Paris",Herman Armour Webster,etching;print;prints and drawing
8059,The Forest of Fontainebleau,Rodolphe Bresdin,etching;print;prints and drawing
276790,ICP 20mo Aniversario,"Rafael Tufiño, II",
276789,"Lares, 121 Aniversario del Grito de Lares",Jesús Cardona,
276788,Asamblea de Artistas,David Goitía,
276787,Ciclo de Cine,Jesús Cardona,
276786,Ayer y Hoy con el sabor de siempre,Francisco García Burgos,
276797,9no Festival de Teatro de Ponce,Rafael Tufiño,
276796,"Hugo Margenat, 20 Aniversario de su muerte",Luis Alonso,
276795,8vo concurso de tiples y cuatros,Isaac Novoa López,
276794,3ra Bienal del Grabado Latinoamericano,Lorenzo Homar,
276793,Cuadragésimo Congreso Mundial de Ajedrez,Lorenzo Homar,
276792,"Fritz Henle, fotógrafo",Lorenzo Homar,
276791,Exposición pinturas de Jaime Carrero,Lorenzo Homar,
276802,Grabados Puertorriqueños: Colección ESSO,Luis Alonso,
276801,III Fiesta Música Puertorriqueña,Rafael Tufiño,
276800,2da Muestra de pintura y escultura puertorriqueña,Carlos Irizarry,
276799,3ra Exposición Annual de la Escuela de Artes Plásticas,Luis Alonso,
276798,Centenario de José Gautier Benitez,Luis Alonso,
276809,4to Concurso de tiples y cuatros,José Rosa,
276808,Bicentenario del Libertador Simón Bolivar,José Rosa,
276807,Exposición Gráfica del Caribe,Eduardo Torres Soto,
276806,Monumento al Indio Puertorriqueño (2 copies),José Rosa,
276805,Exposición Taller de Serigrafía de la Escuela de Artes Plásticas,Irma Sanabria,
276804,Su Salud,José Meléndez Contreras,
276816,Primer Centenario de Luís Muñoz Rivera,Rafael Tufiño,
276814,Pintura Haitiana,Jesús Cardona,
276813,9na Feria de Artesanías de Barranquitas,Lorenzo Homar,
276812,Primer Salón Puertorriqueño del dibujo,Ramón Velázquez Álvarez,
276811,Pensamiento y obra de Luis Muñoz Marín,Jesús Cardona,
276810,Cerámica de Raúl Acero,José Rosa,
276821,Feria del Libro,Rafael Tufiño,
276820,"Betances, 150 Aniversario de su Natalicio",José Rosa,
276819,46 Festival de Teatro Puertorriqueño,Luis Alonso,
276818,Festival de Teatro Internacional,Rafael Tufiño,
276817,Exposición Homenaje a José Rosa,Jesús Cardona,
185395,Listening to the Morning News,Sigmund Abeles,conté crayon;prints and drawing;drawings (visual works);charcoal
5702,Secretary Cabinet,John Kirkhoffer,desk;furniture;european decorative arts
179971,Prie-Dieu,Giovanni Battista Galletti,furniture;bench;prie-dieus (benches)
179969,Reliquary,Eugène-Emmanuel Viollet-le-Duc,reliquary;container;metalwork;ceremonial object;religious
22912,Crucifixion of Saint Peter,C. Luigi Valadier,european decorative arts;relief;bronze;silver;stone;sculpture
22183,Charger,Lambeth Potteries,earthenware;european decorative arts;ceramics
25116,Glass Cooler,Martin-Guillaume Biennais,dish (vessel);silver;metalwork;european decorative arts
27870,Tureen,John Bridge,metalwork;silver;european decorative arts;bowl
27867,Charger,Lambeth Potteries,dish (vessel);earthenware;european decorative arts;tin-glazed ware;ceramics
33274,Monstrance,Joseph Moser,silver;metalwork;european decorative arts
36710,Beaker with Cover,Gottfried von Spiller,glass;european decorative arts
37052,Wine Glass,Frans Greenwood,drinking vessel;glass;european decorative arts
37061,Covered Goblet with Goddess Diana Bathing,Jacob Sang,drinking vessel;glass;european decorative arts
40074,Ewer and Basin,"Johann Erhard Heuglin, II",ewer (vessel);vessel;silver;metalwork;european decorative arts
51604,Charger,Lambeth Potteries,dish (vessel);earthenware;european decorative arts;tin-glazed ware;ceramics
47965,Two-Handled Cup and Cover,Paul de Lamerie,drinking vessel;silver;metalwork;european decorative arts
54874,Paperweight,Baccarat Glassworks,paperweight;lampwork;european decorative arts;glass
54844,Paperweight,Compagnie de Saint Louis,paperweight;millefiori;european decorative arts;glass
54840,Paperweight,Compagnie de Saint Louis,paperweight;millefiori;european decorative arts;glass
55040,Paperweight,Clichy Glasshouse,paperweight;millefiori;european decorative arts;glass
55021,Paperweight,Compagnie de Saint Louis,paperweight;millefiori;european decorative arts;glass
55512,Warwick Vase,Paul Storr,vase;vessel;silver;metalwork;european decorative arts
55189,Paperweight,Baccarat Glassworks,paperweight;millefiori;european decorative arts;glass
58772,Paperweight,Cristallerie de Pantin,paperweight;lampwork;european decorative arts;glass
58669,Paperweight,Baccarat Glassworks,paperweight;lampwork;european decorative arts;glass
58938,Paperweight,Clichy Glasshouse,paperweight;lampwork;european decorative arts;glass
58868,Paperweight,Compagnie de Saint Louis,paperweight;lampwork;european decorative arts;glass
58792,Paperweight,Compagnie de Saint Louis,paperweight;lampwork;european decorative arts;glass
58939,Paperweight,Clichy Glasshouse,paperweight;lampwork;european decorative arts;glass
60774,Serving Dish,John Sutton,silver;metalwork;european decorative arts
60561,Desk,Valentini Workshop,desk;furniture;european decorative arts
63525,Model Chalice,Augustus Welby Northmore Pugin,metalwork;european decorative arts
65049,Mourning Madonna,Franz Anton Bustelli,sculpture;ceramics;porcelain;european decorative arts
68769,Londonderry Vase,Manufacture nationale de Sèvres,vase;vessel;porcelain;ceramics;european decorative arts
72230,Vase,Thomas Webb & Sons,vase;vessel;glass;european decorative arts
74605,Pair of Wine Ewers,David  Bomes,ewer (vessel);vessel;silver;metalwork;european decorative arts
74600,Monteith,Thomas Bolton,vessel for serving food;silver;metalwork;european decorative arts
76471,Covered Cream Bowl,H. & R. Daniel (Firm),vessel for serving food;tableware;dish (vessel);porcelain;european decorative arts;ceramics
76470,Covered Cream Bowl,H. & R. Daniel (Firm),vessel for serving food;dish (vessel);european decorative arts;ceramics
80089,Secretary Cabinet,David Roentgen,furniture;desk;european decorative arts
76494,Plate,Worcester Porcelain Factory,"plate (general, dish);tableware;dish (vessel);porcelain;european decorative arts;ceramics"
88434,Drinking Cup (Bernegal),Miguel de Urbiola,drinking vessel;silver;metalwork;european decorative arts
94471,Paperweight,Baccarat Glassworks,paperweight;lampwork;european decorative arts;glass
94440,Paperweight,Compagnie de Saint Louis,paperweight;millefiori;european decorative arts;glass
105798,Footed Tray from the Maria Theresa Service,Manufacture nationale de Sèvres,tableware;tray;ceramics;porcelain;european decorative arts
105676,Slant-Front Desk,Jacques Dubois,desk;furniture;european decorative arts
109931,Side Chair,Filipo Pelagio Palagi,chair;seating;furniture;european decorative arts
109412,Commode,Jean Henri Riesener,case furniture;furniture;european decorative arts
111298,Center Table,Josef Ulrich Danhauser,table;furniture;european decorative arts
135712,Plate from the Rohan Service,Manufacture nationale de Sèvres,"plate (general, dish);tableware;dish (vessel);ceramics;porcelain;european decorative arts"
121777,Cabinet on Stand,William Vile,furniture;case furniture;european decorative arts
135750,Plate made for William Beckford,Manufacture nationale de Sèvres,"plate (general, dish);tableware;dish (vessel);ceramics;porcelain;european decorative arts"
135747,Plate from the Sudell Service,Manufacture nationale de Sèvres,"plate (general, dish);tableware;dish (vessel);ceramics;porcelain;european decorative arts"
135736,Soup Plate from a service for Madame du Barry,Manufacture nationale de Sèvres,"plate (general, dish);tableware;dish (vessel);ceramics;porcelain;european decorative arts"
142418,Plate from the Catherine the Great Service,Manufacture nationale de Sèvres,"plate (general, dish);tableware;dish (vessel);ceramics;porcelain;european decorative arts"
135763,Plate from a service ordered by Marie-Antoinette,Manufacture nationale de Sèvres,"plate (general, dish);tableware;dish (vessel);ceramics;porcelain;european decorative arts"
151387,Vase with Cover,Grieksche A Factory,vase;vessel;earthenware;ceramics;european decorative arts
144991,Work Table,Maison Alphonse Giroux,table;furniture;european decorative arts
151563,Tea Bowl and Saucer,"Matthäus Baur, II",drinking vessel;silver;metalwork;european decorative arts
151562,Tea Bowl and Saucer,"Matthäus Baur, II",drinking vessel;silver;metalwork;european decorative arts
154502,Plate from the Arabesque Service,Manufacture nationale de Sèvres,"plate (general, dish);dish (vessel);tableware;ceramics;porcelain;european decorative arts"
152018,Sideboard and Wine Cabinet,William Burges,furniture;case furniture;european decorative arts
151564,Teapot,"Matthäus Baur, II",teapot;silver;metalwork;european decorative arts
156442,Coffer,André Charles Boulle,chest (case furniture);case furniture;furniture;european decorative arts
158408,Candelabra (one of a pair),Martin-Guillaume Biennais,candleholder - candelabra;candleholder;silver;metalwork;european decorative arts
156887,Table Clock,André Charles Boulle,clock;furniture;european decorative arts;metalwork
158981,Wall Fountain and Basin,Sceaux Pottery and Porcelain Factory,earthenware;ceramics;european decorative arts
159438,Paperweight,Baccarat Glassworks,paperweight;glass
159380,Paperweight,Clichy Glasshouse,paperweight;glass
159378,Paperweight,Baccarat Glassworks,paperweight;glass
182567,Tea and Coffee Service,Denuelle Porcelain Manufactory,tea service;porcelain;ceramics
181145,Cup in the Form of a Horse and Rider,Hans Ludwig Kienle,statuette;european decorative arts;silver;metalwork
159440,Paperweight,Clichy Glasshouse,paperweight;glass
182576,Milk Jug,Denuelle Porcelain Manufactory,porcelain;ceramics
182574,Coffee Pot,Denuelle Porcelain Manufactory,porcelain;ceramics
182578,Bowl,Denuelle Porcelain Manufactory,bowl;dish (vessel);porcelain;ceramics
182577,Sugar Bowl,Denuelle Porcelain Manufactory,sugar bowl;teaware;porcelain;ceramics
187794,Paperweight,Baccarat Glassworks,paperweight;glass
184321,Wine Jug,Charles Frederick Kandler,vessel;jugs (vessels);decantor jugs;metalwork
182581,Cup and Saucer,Denuelle Porcelain Manufactory,drinking vessel;porcelain;ceramics
188062,Paperweight,Clichy Glasshouse,paperweight;glass
188056,Paperweight,Clichy Glasshouse,paperweight;glass
187946,Paperweight,Compagnie de Saint Louis,paperweight;glass
188144,Paperweight,Baccarat Glassworks,paperweight;glass
188078,Paperweight,Compagnie de Saint Louis,paperweight;glass
188065,Paperweight,Clichy Glasshouse,paperweight;glass
188301,Paperweight,Clichy Glasshouse,paperweight;glass
188270,Paperweight,Compagnie de Saint Louis,paperweight;glass
188237,Paperweight,Compagnie de Saint Louis,paperweight;glass
194394,Wall Clock,L’Escalier de Cristal,bronze;metalwork
189715,King Vulture,Johann Joachim Kändler,ceramics
197726,Candelabra,Unknown artist,candleholder - candelabra;candleholder;glass
197723,Chair,Giles Grendey,chair;seating;furniture
197714,Secretary Cabinet,Giles Grendey,wood;furniture
198905,Still Life with Ostrich Egg Cup and the Whitfield Heirlooms,Pieter Gerritsz. van Roestraeten,painting;still life;paint;oil paintings (visual works);oil on canvas;dutch
199775,Chair,Thomas Hope,chair;seating;furniture
202468,Teapot,Worcester Porcelain Factory,teapot;ceramics
222827,Table Centerpiece,D.R. Gastecloux,decorative object/ornament;tableware;bronze;european decorative arts;metalwork
217494,Chalice,John Bridge,chalices (liturginal vessels);vessel;metalwork
241804,Candelabra (One of a Pair),William White,candleholder - candelabra;candleholder;metalwork
241360,Candelabra (One of a Pair),William White,candleholder - candelabra;candleholder;metalwork
238983,Pair of Altar Candlesticks,Eugène-Emmanuel Viollet-le-Duc,altar candlesticks;candlesticks;candleholder;metalwork
253743,Cigar Cabinet,Charles–Guillaume Diehl,furniture;humidor;european decorative arts;cabinet
244009,Court Sword and Scabbard,Martin-Guillaume Biennais,arms;edged weapon-sword;sword;smallsword
263124,Punch Bowl,Königliche Porzellan-Manufaktur Berlin,ceramics;decorative arts
269132,Ewer and Basin,Pierre-Louis Dagoty,european decorative arts;ceramics;drinking vessel;ewer (vessel)
266209,Goblet with Cover,Jacob Sang,goblet;engraved;european decorative arts
185779,Train Landscape,Ellsworth Kelly,painting;oil on canvas
214455,Head of a Woman with a Chignon (Fernande),Pablo Picasso,gouache;paper;drawings (visual works);prints and drawing
158500,Untitled,Yves Tanguy,gouache;drawings (visual works);prints and drawing
275932,AIDS,Kay Rosen,print;paper;screenprint;prints and drawing
97403,Parallel Manipulation,Christina Ramberg,painting;modern and contemporary art
52986,Untitled,Christina Ramberg,painting;modern and contemporary art
44846,Loose Beauty,Christina Ramberg,painting;modern and contemporary art
137125,Many Mansions,Kerry James Marshall,painting;modern and contemporary art
71,Old Oaks at Bas Bréau,Adolphe Martial Potémont,etching;print;prints and drawing
213667,Corset/Urns,Christina Ramberg,painting
256725,habo patience ka bokhathe II,Lebohang Kganye,color photograph;photograph;photographic process;photography
256728,ke monahano ke ntse ke le pating II,Lebohang Kganye,color photograph;photograph;photographic process;photography
224998,"Bakhambile Skhosana, Natalspruit, from the series ""Faces & Phases""",Zanele Muholi,portrait;portrait;photographic process;photograph;photography
229335,"Room Visit, from the series ""Men Only""",Sabelo Mlangeni,photograph;photography
224997,"Ayanda Mqakayi, Nyanga East, Cape Town, from the series ""Faces & Phases""",Zanele Muholi,portrait;portrait;photographic process;photograph;photography
236592,"3:15 a.m. Going to work: standing room only now, on the Wolwekraal-Marabastad bus, which is licensed to carry 62 sitting and 29 standing passengers",David Goldblatt,photograph;photography
236591,"2:40 a.m. Going to work, Mathysloop, KwaNdebele",David Goldblatt,photograph;photography
236595,A.m./p.m. travellers from KwaNdebele buying their weekly season tickets at the PUTCO Bus Depot in Pretoria,David Goldblatt,photograph;photography
236594,"4:00 a.m. Going to work, Wolwekraal–Marabastad bus: More than an hour and a half still to go",David Goldblatt,photograph;photography
250735,Untitled,Ernest Cole,portrait;portrait;gelatin silver (developing-out-paper) pr;gelatin silver print;photograph;photographic process;photography
236597,"8:45 p.m. Going home,  Marabastad–Waterval bus: 45 minutes to the terminal",David Goldblatt,photograph;photography
250744,Untitled,Ernest Cole,portrait;portrait;gelatin silver (developing-out-paper) pr;gelatin silver print;photograph;photographic process;photography
250738,Untitled,Ernest Cole,portrait;portrait;gelatin silver (developing-out-paper) pr;gelatin silver print;photograph;photographic process;photography
250746,Untitled,Ernest Cole,portrait;portrait;gelatin silver (developing-out-paper) pr;gelatin silver print;photograph;photographic process;photography
256399,"Donkey, Pomfret Asbestos Mine, 2011, from the series The Borderlands, 2011-2013",Jo Ractliffe,photograph;photographic process;photography;black-and-white photography
256393,"Seabirds, Cape Point, 2018, from the series Signs of Life",Jo Ractliffe,photograph;photographic process;photography;black-and-white photography
256344,Port Nolloth,Jo Ractliffe,photograph;photographic process;photography;black-and-white photography
263900,"Pensioners en route, Bloemhof",Santu Mofokeng,photography;photograph;photographic process;black-and-white photography
258230,"Madoda Thabethe Mabunda Zahkele Mkhize Zakhele Maseko no Mfundisi uNdlela from Swaziland, Esiwasheni, from the series ""Umlindelo wamaKholwa""",Sabelo Mlangeni,photography;photograph;photographic process
264173,"Pensioners Waiting at a Pay Point at Mzimhlophe, Soweto",Ruth Seopedi Motau,photography;photograph;photographic process
263929,"Riding Staff, Johannesburg - Soweto Line",Santu Mofokeng,photography;photograph;photographic process;black-and-white photography
263917,"Mrs Nhlapo, Rockville, Soweto",Santu Mofokeng,photography;photograph;photographic process;black-and-white photography
264171,"Polly Motene and Robert Poswayo.The first gay wedding in Meadowlands, Soweto",Ruth Seopedi Motau,photography;photograph;photographic process
43687,Portrait of Cardinal de Fleury,Pierre Drevet,engraving;print;prints and drawing
272672,Ya Nadie te Sacará tu Tierra,Jesús Ruiz Durand,graphic design;poster
272668,"Compadre, Los Ojos Bien Abiertos",Jesús Ruiz Durand,graphic design;poster
43684,"Portrait of Philippe V, King of Spain",Pierre-Imbert Drevet,engraving;print;prints and drawing
179464,"Norman C. Deno House, Highland Park, Illinois, Bedroom Built-In Furniture",Lloyd Morgan Yost,design drawing;architectural drawing
135567,"Driscoll and Company Building Alterations, Chicago, Illinois, Perspective",Yost & Taylor,presentation drawing;architectural drawing;architecture
13225,"Portrait of Jacques Bénigne Bossuet, Bishop of Meaux",Pierre-Imbert Drevet,engraving;print;prints and drawing
43692,"Portrait of Jacques Bénigne Bossuet, Bishop of Meaux",Pierre-Imbert Drevet,engraving;print;prints and drawing
8047,Clearing in the Forest,Rodolphe Bresdin,etching;print;prints and drawing
53873,The Death of the Vagabond,Alphonse Legros,etching;print;prints and drawing
27809,The Holy Family at Rest Beside a Stream,Rodolphe Bresdin,lithograph;print;prints and drawing
133430,The Comedy of Death,Rodolphe Bresdin,lithograph;print;prints and drawing
160028,Sandpainting Tapestry,Hosteen Klah,weaving;textile
95602,Rebecca Receiving Gifts from Eliezar,Pierre-Imbert Drevet,engraving;print;prints and drawing
216197,Untitled (5/11/10),Carroll Dunham,paper;watercolor;prints and drawing
160231,Untitled,Carroll Dunham,graphite;drawings (visual works);prints and drawing;brush and ink;colored pencil;gouache
190191,Burns-Jackson Project: Site Plan,Bertrand Goldberg,architectural drawing
190274,"Good Samaritan Hospital, Phoenix, Arizona, Exterior Perspective",Bertrand Goldberg,architectural drawing;architecture;presentation drawing
180453,Good Samaritan Hospital,Bertrand Goldberg,architectural drawing
137876,Portrait of René François de Beauveau du Rivau,Pierre Drevet,engraving;print;prints and drawing
131982,Christ at Gethsemane,Pierre-Imbert Drevet,engraving;print;prints and drawing
101518,Summer Night in Arizona,Max Ernst,painting;modern and contemporary art
89904,Sampler,Lucy Potter,textile;needlework (visual works);sampler
17540,Architecture,Paul Klee,watercolor;drawings (visual works);prints and drawing
94398,Singers on the Stage,Hilaire Germain Edgar Degas,pastel;monotype;prints and drawing;paper;drawings (visual works)
34611,Woman Reclining on Her Bed,Hilaire Germain Edgar Degas,monotype;print;prints and drawing;paper
99590,Alone,Matt Phillips,monotype;print;prints and drawing
209701,Untitled (Abstract Fruit Still Life),Ray Yoshida,screenprint;print;prints and drawing
200831,"Blah, Blah, Blah",Mel Bochner,print;prints and drawing
191507,Café-Concert (The Spectators),Hilaire Germain Edgar Degas,prints and drawing;monotype;pastel;drawings (visual works);paper
219265,After Degas,Howard Hodgkin,print;prints and drawing
151451,Urizen,William Blake,monotype;paper;print;prints and drawing
222922,Untitled,Hannelore Baron,watercolor;prints and drawing;paper
222921,Untitled,Hannelore Baron,watercolor;prints and drawing;paper
45605,Portrait of Hyacinthe Rigaud,Pierre Drevet,engraving;print;prints and drawing
69109,"Tankard (Hanap) with Tulips, Hyacinths, Roses, and Carnations",Islamic,drinking vessel;earthenware;asian art;ceramics;vessel
68994,"Tree, Forest of Fontainebleau",Gustave Le Gray,albumen silver print;photographic process;photography;photograph
10949,From Brittany,Heinrich Campendonk,watercolor;drawings (visual works);prints and drawing
11240,Virgin and Child,French,large scale;sculpture;limestone;stone;sculpture/stone;french
70981,Mary of Burgundy,Jean-Auguste Barre,statuette;portrait;french;sculpture
118766,Gemini,Victor Brauner,painting;modern and contemporary art
4575,Judith,Jan Sanders van Hemessen,oil on panel;paint;painting;european painting
16336,Triptych of the Virgin and Child with Saints,German,triptych;painting;oil on panel;paint;tempera;european painting
25472,Putto,Hans Peiser,statuette;organic;wood;sculpture
58702,The Dream of Paris,Monogrammist PG,painting;oil on panel;paint;european painting
59891,Portrait of a Young Artist,German,oil on panel;paint;painting;european painting
87760,"Portrait of Magdalena of Saxony, Wife of Elector Joachim II of Brandenburg",Lucas Cranach the Elder,oil on panel;paint;painting;european painting
84406,Nymph of Fontainebleau,Unknown,woodcut;print;prints and drawing
82359,The Lamentation,Luca Penni,ink and wash;drawings (visual works);prints and drawing
104229,Diana and Actaeon,Jean Mignon,etching;print;prints and drawing
110527,Landscape with Tournament and Hunters,Jan van Scorel,painting;oil on panel;paint;european painting
111441,The Adoration of the Magi,Workshop of Cornelis Engebrechtsz.,oil on panel;paint;painting;european painting
117614,The Mystic Marriage of Saint Catherine,Giorgio Ghisi,engraving;print;prints and drawing
111861,Saint Paul and Saint Peter,René Boyvin,engraving;print;prints and drawing
124655,The Nymph of Fontainebleau,Pierre Milan,engraving;print;prints and drawing
275233,Nunchaku,Ed Paschke,painting
198538,Lady I: Tassel Dancer,Ed Paschke,graphite;prints and drawing;paper
191316,The Ed Paschke Show,Ed Paschke,prints and drawing;print
190822,"Untitled, from Screen Prints 1970",Ed Paschke,screenprint;print;prints and drawing
156866,"No Fumare, Por Favore",Ed Paschke,transparency;negative/transparency;photography;photograph
148438,Tudor,Ed Paschke,lithograph;print;prints and drawing
148437,Hubert,Ed Paschke,lithograph;print;prints and drawing
135455,NO,Ed Paschke,etching;print;prints and drawing
111846,B.T. Green,Ed Paschke,fiber-tipped pen;drawings (visual works);prints and drawing
111845,B.T. Yellow,Ed Paschke,fiber-tipped pen;drawings (visual works);prints and drawing
111844,Untitled (Pareja),Ed Paschke,fiber-tipped pen;drawings (visual works);prints and drawing
105207,Caliente,Ed Paschke,painting;modern and contemporary art
102704,Kontato,Ed Paschke,lithograph;print;prints and drawing
102472,"Oriental Theatre, Milwaukee, Wisconsin",Don A. DuBroff,chromogenic color print;photographic process;photography;photograph
102471,"Oriental Theatre, Milwaukee, Wisconsin",Don A. DuBroff,chromogenic color print;photographic process;photography;photograph
102470,"Our Lady of Sorrows Basilica, Chicago",Don A. DuBroff,chromogenic color print;photographic process;photography;photograph
102469,"Our Lady of Sorrows Basilica, Chicago",Don A. DuBroff,chromogenic color print;photographic process;photography;photograph
102468,"Notre Dame Church, Chicago",Don A. DuBroff,chromogenic color print;photographic process;photography;photograph
102467,"Notre Dame Church, Chicago",Don A. DuBroff,chromogenic color print;photographic process;photography;photograph
102466,"St. Nicolas Ukrainian Cathedral, Chicago",Don A. DuBroff,chromogenic color print;photographic process;photography;photograph
102465,"St. Nicolas Ukrainian Cathedral, Chicago",Don A. DuBroff,chromogenic color print;photographic process;photography;photograph
100903,Execo,Ed Paschke,lithograph;print;prints and drawing
99583,Bistro,Ed Paschke,lithograph;print;prints and drawing
97402,Minnie,Ed Paschke,painting;modern and contemporary art
97056,Rosarita,Ed Paschke,lithograph;print;prints and drawing
97053,Charlene,Ed Paschke,colored pencil;drawings (visual works);prints and drawing
93831,Tropicale,Ed Paschke,graphite;drawings (visual works);prints and drawing
34149,Mid American,Ed Paschke,painting;modern and contemporary art
33302,Open Karate,Ed Paschke,screenprint;print;prints and drawing
33301,Ben Hur,Ed Paschke,screenprint;print;prints and drawing
275313,The Model,Leigh Ledare,
275312,Shoulder,Leigh Ledare,
275311,The Gift,Leigh Ledare,
259501,Mom in Wig,Leigh Ledare,
259233,"Catch 22, from the series Pretend You're Actually Alive",Leigh Ledare,photography;color photograph;photograph;photographic process;black-and-white photography
259232,Come Let's Talk,Leigh Ledare,photography;21st Century;print;black-and-white photography;photograph;photographic process
259231,Brother in Providence from the series Pretend You're Actually Alive,Leigh Ledare,photography;black-and-white photography;photograph;photographic process;portrait;portrait
259230,Tina and me on Bed from the series Pretend You're Actually Alive,Leigh Ledare,photography;color photograph;photograph;portrait;portrait;black-and-white photography;photographic process
