title,creation_date,url,images,creators
Burgonet with Hinged Cheek Pieces,c. 1540,https://clevelandart.org/art/1916.1088,"{'annotation': None, 'web': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1088/1916.1088_web.jpg', 'width': '724', 'height': '900', 'filesize': '201374', 'filename': '1916.1088_web.jpg'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1088/1916.1088_print.jpg', 'width': '2734', 'height': '3400', 'filesize': '1810465', 'filename': '1916.1088_print.jpg'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1088/1916.1088_full.tif', 'width': '3619', 'height': '4500', 'filesize': '48882068', 'filename': '1916.1088_full.tif'}}",[]
Gorget,1500s,https://clevelandart.org/art/1916.1089,"{'annotation': None, 'web': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1089/1916.1089_web.jpg', 'width': '900', 'height': '674', 'filesize': '167973', 'filename': '1916.1089_web.jpg'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1089/1916.1089_print.jpg', 'width': '3400', 'height': '2548', 'filesize': '1121836', 'filename': '1916.1089_print.jpg'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1089/1916.1089_full.tif', 'width': '6071', 'height': '4549', 'filesize': '82876532', 'filename': '1916.1089_full.tif'}}",[]
Pendant,1800s,https://clevelandart.org/art/1916.109,"{'annotation': None, 'web': {'url': 'https://openaccess-cdn.clevelandart.org/1916.109/1916.109_web.jpg', 'width': '900', 'height': '801', 'filesize': '234249', 'filename': '1916.109_web.jpg'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/1916.109/1916.109_print.jpg', 'width': '3400', 'height': '3027', 'filesize': '2393087', 'filename': '1916.109_print.jpg'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/1916.109/1916.109_full.tif', 'width': '5652', 'height': '5032', 'filesize': '85349008', 'filename': '1916.109_full.tif'}}",[]
Pair of Espaliers (Pauldrons/upper arm canons),1500s,https://clevelandart.org/art/1916.1090,"{'annotation': None, 'web': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1090/1916.1090_web.jpg', 'width': '900', 'height': '632', 'filesize': '174553', 'filename': '1916.1090_web.jpg'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1090/1916.1090_print.jpg', 'width': '3400', 'height': '2389', 'filesize': '1382941', 'filename': '1916.1090_print.jpg'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1090/1916.1090_full.tif', 'width': '8886', 'height': '6243', 'filesize': '166451652', 'filename': '1916.1090_full.tif'}}",[]
Espalier,1500s,https://clevelandart.org/art/1916.1090.a,"{'annotation': None, 'web': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1090.a/1916.1090.a_web.jpg', 'width': '827', 'height': '900', 'filesize': '185192', 'filename': '1916.1090.a_web.jpg'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1090.a/1916.1090.a_print.jpg', 'width': '3124', 'height': '3400', 'filesize': '1693170', 'filename': '1916.1090.a_print.jpg'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1090.a/1916.1090.a_full.tif', 'width': '5620', 'height': '6117', 'filesize': '103158324', 'filename': '1916.1090.a_full.tif'}}",[]
Espalier,1500s,https://clevelandart.org/art/1916.1090.b,"{'annotation': None, 'web': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1090.b/1916.1090.b_web.jpg', 'width': '826', 'height': '900', 'filesize': '190657', 'filename': '1916.1090.b_web.jpg'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1090.b/1916.1090.b_print.jpg', 'width': '3120', 'height': '3400', 'filesize': '1791787', 'filename': '1916.1090.b_print.jpg'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1090.b/1916.1090.b_full.tif', 'width': '5620', 'height': '6124', 'filesize': '103276456', 'filename': '1916.1090.b_full.tif'}}",[]
Breast and Backplate from an Armor,mid-1500s,https://clevelandart.org/art/1916.1091,"{'annotation': None, 'web': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1091/1916.1091_web.jpg', 'width': '900', 'height': '553', 'filesize': '208975', 'filename': '1916.1091_web.jpg'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1091/1916.1091_print.jpg', 'width': '3400', 'height': '2090', 'filesize': '1943752', 'filename': '1916.1091_print.jpg'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1091/1916.1091_full.tif', 'width': '7170', 'height': '4408', 'filesize': '94841352', 'filename': '1916.1091_full.tif'}}",[]
Breastplate,mid-1500s,https://clevelandart.org/art/1916.1091.a,"{'annotation': None, 'web': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1091.a/1916.1091.a_web.jpg', 'width': '734', 'height': '900', 'filesize': '252685', 'filename': '1916.1091.a_web.jpg'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1091.a/1916.1091.a_print.jpg', 'width': '2773', 'height': '3400', 'filesize': '2384613', 'filename': '1916.1091.a_print.jpg'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1091.a/1916.1091.a_full.tif', 'width': '3622', 'height': '4441', 'filesize': '48281860', 'filename': '1916.1091.a_full.tif'}}",[]
Backplate,mid-1500s,https://clevelandart.org/art/1916.1091.b,"{'annotation': None, 'web': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1091.b/1916.1091.b_web.jpg', 'width': '732', 'height': '900', 'filesize': '250772', 'filename': '1916.1091.b_web.jpg'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1091.b/1916.1091.b_print.jpg', 'width': '2767', 'height': '3400', 'filesize': '2702800', 'filename': '1916.1091.b_print.jpg'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1091.b/1916.1091.b_full.tif', 'width': '3587', 'height': '4408', 'filesize': '47459824', 'filename': '1916.1091.b_full.tif'}}",[]
Hauberk of Chain Mail,1400s,https://clevelandart.org/art/1916.1092,"{'annotation': None, 'web': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1092/1916.1092_web.jpg', 'width': '900', 'height': '763', 'filesize': '330002', 'filename': '1916.1092_web.jpg'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1092/1916.1092_print.jpg', 'width': '3400', 'height': '2881', 'filesize': '3575996', 'filename': '1916.1092_print.jpg'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1092/1916.1092_full.tif', 'width': '11513', 'height': '9757', 'filesize': '337023548', 'filename': '1916.1092_full.tif'}}",[]
Small Sword,c.1650–60,https://clevelandart.org/art/1916.1093,"{'annotation': None, 'web': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1093/1916.1093_web.jpg', 'width': '716', 'height': '900', 'filesize': '', 'filename': '1916.1093_web.jpg'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1093/1916.1093_print.jpg', 'width': '2704', 'height': '3400', 'filesize': '', 'filename': '1916.1093_print.jpg'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1093/1916.1093_full.tif', 'width': '3601', 'height': '4528', 'filesize': '', 'filename': '1916.1093_full.tif'}}",[]
Small Sword,c.1750–60,https://clevelandart.org/art/1916.1094,"{'annotation': None, 'web': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1094/1916.1094_web.jpg', 'width': '644', 'height': '900', 'filesize': '', 'filename': '1916.1094_web.jpg'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1094/1916.1094_print.jpg', 'width': '2432', 'height': '3400', 'filesize': '', 'filename': '1916.1094_print.jpg'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1094/1916.1094_full.tif', 'width': '3313', 'height': '4632', 'filesize': '', 'filename': '1916.1094_full.tif'}}","[{'id': 1949, 'description': 'Jean-Baptiste Oudry (French, 1686–1755)', 'extent': None, 'qualifier': 'after a design by', 'role': 'artist', 'biography': None, 'name_in_original_language': None, 'birth_year': '1686', 'death_year': '1755'}]"
Court Sword,c. 1790,https://clevelandart.org/art/1916.1095,"{'annotation': None, 'web': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1095/1916.1095_web.jpg', 'width': '650', 'height': '900', 'filesize': '', 'filename': '1916.1095_web.jpg'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1095/1916.1095_print.jpg', 'width': '2456', 'height': '3400', 'filesize': '', 'filename': '1916.1095_print.jpg'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1095/1916.1095_full.tif', 'width': '3321', 'height': '4598', 'filesize': '', 'filename': '1916.1095_full.tif'}}",[]
Small Sword,1700s,https://clevelandart.org/art/1916.1096,"{'annotation': None, 'web': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1096/1916.1096_web.jpg', 'width': '669', 'height': '900', 'filesize': '131796', 'filename': '1916.1096_web.jpg'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1096/1916.1096_print.jpg', 'width': '2528', 'height': '3400', 'filesize': '945987', 'filename': '1916.1096_print.jpg'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1096/1916.1096_full.tif', 'width': '3531', 'height': '4749', 'filesize': '50330016', 'filename': '1916.1096_full.tif'}}",[]
Smallsword,c. 1730,https://clevelandart.org/art/1916.1097,"{'annotation': None, 'web': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1097/1916.1097_web.jpg', 'width': '540', 'height': '900', 'filesize': '', 'filename': '1916.1097_web.jpg'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1097/1916.1097_print.jpg', 'width': '2039', 'height': '3400', 'filesize': '', 'filename': '1916.1097_print.jpg'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1097/1916.1097_full.tif', 'width': '3156', 'height': '5263', 'filesize': '', 'filename': '1916.1097_full.tif'}}",[]
Small Sword,1640–60,https://clevelandart.org/art/1916.1099,"{'annotation': None, 'web': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1099/1916.1099_web.jpg', 'width': '720', 'height': '900', 'filesize': '', 'filename': '1916.1099_web.jpg'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1099/1916.1099_print.jpg', 'width': '2721', 'height': '3400', 'filesize': '', 'filename': '1916.1099_print.jpg'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1099/1916.1099_full.tif', 'width': '3596', 'height': '4494', 'filesize': '', 'filename': '1916.1099_full.tif'}}",[]
Sumibōshi,1800–1850,https://clevelandart.org/art/1916.11,"{'annotation': None, 'web': {'url': 'https://openaccess-cdn.clevelandart.org/1916.11/1916.11_web.jpg', 'width': '375', 'height': '893', 'filesize': '254071', 'filename': '1916.11_web.jpg'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/1916.11/1916.11_print.jpg', 'width': '1427', 'height': '3400', 'filesize': '3586824', 'filename': '1916.11_print.jpg'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/1916.11/1916.11_full.tif', 'width': '2168', 'height': '5164', 'filesize': '33619148', 'filename': '1916.11_full.tif'}}",[]
Octagonal Box,1700s-1800s,https://clevelandart.org/art/1916.110,"{'annotation': None, 'web': {'url': 'https://openaccess-cdn.clevelandart.org/1916.110/1916.110_web.jpg', 'width': '900', 'height': '587', 'filesize': '134650', 'filename': '1916.110_web.jpg'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/1916.110/1916.110_print.jpg', 'width': '3400', 'height': '2219', 'filesize': '1198392', 'filename': '1916.110_print.jpg'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/1916.110/1916.110_full.tif', 'width': '5403', 'height': '3527', 'filesize': '57197252', 'filename': '1916.110_full.tif'}}",[]
Small Sword,c. 1650–60,https://clevelandart.org/art/1916.1100,"{'annotation': None, 'web': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1100/1916.1100_web.jpg', 'width': '738', 'height': '900', 'filesize': '', 'filename': '1916.1100_web.jpg'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1100/1916.1100_print.jpg', 'width': '2788', 'height': '3400', 'filesize': '', 'filename': '1916.1100_print.jpg'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1100/1916.1100_full.tif', 'width': '3622', 'height': '4417', 'filesize': '', 'filename': '1916.1100_full.tif'}}",[]
Small Sword,c. 1700,https://clevelandart.org/art/1916.1101,"{'annotation': None, 'web': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1101/1916.1101_web.jpg', 'width': '727', 'height': '900', 'filesize': '141822', 'filename': '1916.1101_web.jpg'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1101/1916.1101_print.jpg', 'width': '2748', 'height': '3400', 'filesize': '1033582', 'filename': '1916.1101_print.jpg'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1101/1916.1101_full.tif', 'width': '3625', 'height': '4485', 'filesize': '48798436', 'filename': '1916.1101_full.tif'}}",[]
Dōtaku,100–200 CE,https://clevelandart.org/art/1916.1102,"{'annotation': None, 'web': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1102/1916.1102_web.jpg', 'width': '601', 'height': '893', 'filesize': '80362', 'filename': '1916.1102_web.jpg'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1102/1916.1102_print.jpg', 'width': '2289', 'height': '3400', 'filesize': '1367343', 'filename': '1916.1102_print.jpg'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1102/1916.1102_full.tif', 'width': '3967', 'height': '5892', 'filesize': '70155912', 'filename': '1916.1102_full.tif'}}",[]
Chinese Sages in a Garden,1888,https://clevelandart.org/art/1916.1103,"{'annotation': None, 'web': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1103/1916.1103_web.jpg', 'width': '460', 'height': '900', 'filesize': '163413', 'filename': '1916.1103_web.jpg'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1103/1916.1103_print.jpg', 'width': '1738', 'height': '3400', 'filesize': '1513811', 'filename': '1916.1103_print.jpg'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1103/1916.1103_full.tif', 'width': '4090', 'height': '8000', 'filesize': '98191060', 'filename': '1916.1103_full.tif'}}",[]
"Musashi, Omi, Yamashiro, and Settsu Provinces from the series Fashionable Six Jewel Rivers (Furyu Mu Tamagawa)",c. 1804,https://clevelandart.org/art/1916.1104,"{'annotation': None, 'web': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1104/1916.1104_web.jpg', 'width': '900', 'height': '475', 'filesize': '275009', 'filename': '1916.1104_web.jpg'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1104/1916.1104_print.jpg', 'width': '3400', 'height': '1794', 'filesize': '2795604', 'filename': '1916.1104_print.jpg'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1104/1916.1104_full.tif', 'width': '12625', 'height': '6660', 'filesize': '252275808', 'filename': '1916.1104_full.tif'}}","[{'id': 23355, 'description': 'Kitagawa Utamaro (Japanese, c. 1754–1806)', 'extent': None, 'qualifier': None, 'role': 'artist', 'biography': None, 'name_in_original_language': '喜多川 歌麿', 'birth_year': '1754', 'death_year': '1806'}]"
Musashi  Province from the series Fashionable Six Jewel Rivers (Furyu Mu Tamagawa),c. 1804,https://clevelandart.org/art/1916.1104.a,"{'annotation': None, 'web': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1104.a/1916.1104.a_web.jpg', 'width': '619', 'height': '900', 'filesize': '306812', 'filename': '1916.1104.a_web.jpg'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1104.a/1916.1104.a_print.jpg', 'width': '2339', 'height': '3400', 'filesize': '3698360', 'filename': '1916.1104.a_print.jpg'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1104.a/1916.1104.a_full.tif', 'width': '8513', 'height': '12373', 'filesize': '316022680', 'filename': '1916.1104.a_full.tif'}}","[{'id': 23355, 'description': 'Kitagawa Utamaro (Japanese, c. 1754–1806)', 'extent': None, 'qualifier': None, 'role': 'artist', 'biography': None, 'name_in_original_language': '喜多川 歌麿', 'birth_year': '1754', 'death_year': '1806'}]"
Omi Province from the series Fashionable Six Jewel Rivers (Furyu Mu Tamagawa),c. 1804,https://clevelandart.org/art/1916.1104.b,"{'annotation': None, 'web': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1104.b/1916.1104.b_web.jpg', 'width': '599', 'height': '900', 'filesize': '336779', 'filename': '1916.1104.b_web.jpg'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1104.b/1916.1104.b_print.jpg', 'width': '2261', 'height': '3400', 'filesize': '3772404', 'filename': '1916.1104.b_print.jpg'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1104.b/1916.1104.b_full.tif', 'width': '7883', 'height': '11855', 'filesize': '280388236', 'filename': '1916.1104.b_full.tif'}}","[{'id': 23355, 'description': 'Kitagawa Utamaro (Japanese, c. 1754–1806)', 'extent': None, 'qualifier': None, 'role': 'artist', 'biography': None, 'name_in_original_language': '喜多川 歌麿', 'birth_year': '1754', 'death_year': '1806'}]"
Yamashiro Province from the series Fashionable Six Jewel Rivers (Furyu Mu Tamagawa),c. 1804,https://clevelandart.org/art/1916.1104.c,"{'annotation': None, 'web': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1104.c/1916.1104.c_web.jpg', 'width': '599', 'height': '900', 'filesize': '336426', 'filename': '1916.1104.c_web.jpg'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1104.c/1916.1104.c_print.jpg', 'width': '2261', 'height': '3400', 'filesize': '3734762', 'filename': '1916.1104.c_print.jpg'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1104.c/1916.1104.c_full.tif', 'width': '7884', 'height': '11856', 'filesize': '280447228', 'filename': '1916.1104.c_full.tif'}}","[{'id': 23355, 'description': 'Kitagawa Utamaro (Japanese, c. 1754–1806)', 'extent': None, 'qualifier': None, 'role': 'artist', 'biography': None, 'name_in_original_language': '喜多川 歌麿', 'birth_year': '1754', 'death_year': '1806'}]"
Settsu Province from the series Fashionable Six Jewel Rivers (Furyu Mu Tamagawa),c. 1804,https://clevelandart.org/art/1916.1104.d,"{'annotation': None, 'web': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1104.d/1916.1104.d_web.jpg', 'width': '617', 'height': '900', 'filesize': '216238', 'filename': '1916.1104.d_web.jpg'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1104.d/1916.1104.d_print.jpg', 'width': '2331', 'height': '3400', 'filesize': '2852723', 'filename': '1916.1104.d_print.jpg'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1104.d/1916.1104.d_full.tif', 'width': '5350', 'height': '7802', 'filesize': '125252640', 'filename': '1916.1104.d_full.tif'}}","[{'id': 23355, 'description': 'Kitagawa Utamaro (Japanese, c. 1754–1806)', 'extent': None, 'qualifier': None, 'role': 'artist', 'biography': None, 'name_in_original_language': '喜多川 歌麿', 'birth_year': '1754', 'death_year': '1806'}]"
A Low Tide Pentaptych,c. 1830,https://clevelandart.org/art/1916.1108,"{'annotation': None, 'web': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1108/1916.1108_web.jpg', 'width': '900', 'height': '208', 'filesize': '167069', 'filename': '1916.1108_web.jpg'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1108/1916.1108_print.jpg', 'width': '3400', 'height': '787', 'filesize': '1071120', 'filename': '1916.1108_print.jpg'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1108/1916.1108_full.tif', 'width': '28429', 'height': '6580', 'filesize': '561216224', 'filename': '1916.1108_full.tif'}}","[{'id': 23331, 'description': 'Utagawa Kuniyoshi (Japanese, 1797–1861)', 'extent': None, 'qualifier': None, 'role': 'artist', 'biography': 'One of the principal Ukiyo-e artists of the late Edo period.', 'name_in_original_language': '歌川 国芳', 'birth_year': '1797', 'death_year': '1861'}]"
First Print from A Low Tide Pentaptych,c. 1830,https://clevelandart.org/art/1916.1108.a,"{'annotation': None, 'web': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1108.a/1916.1108.a_web.jpg', 'width': '784', 'height': '900', 'filesize': '258546', 'filename': '1916.1108.a_web.jpg'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1108.a/1916.1108.a_print.jpg', 'width': '2962', 'height': '3400', 'filesize': '3655077', 'filename': '1916.1108.a_print.jpg'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1108.a/1916.1108.a_full.tif', 'width': '5720', 'height': '6565', 'filesize': '112686868', 'filename': '1916.1108.a_full.tif'}}","[{'id': 23331, 'description': 'Utagawa Kuniyoshi (Japanese, 1797–1861)', 'extent': None, 'qualifier': None, 'role': 'artist', 'biography': 'One of the principal Ukiyo-e artists of the late Edo period.', 'name_in_original_language': '歌川 国芳', 'birth_year': '1797', 'death_year': '1861'}]"
Second Print from A Low Tide Pentaptych,c. 1830,https://clevelandart.org/art/1916.1108.b,"{'annotation': None, 'web': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1108.b/1916.1108.b_web.jpg', 'width': '775', 'height': '900', 'filesize': '254767', 'filename': '1916.1108.b_web.jpg'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1108.b/1916.1108.b_print.jpg', 'width': '2928', 'height': '3400', 'filesize': '3628235', 'filename': '1916.1108.b_print.jpg'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1108.b/1916.1108.b_full.tif', 'width': '5690', 'height': '6607', 'filesize': '112812468', 'filename': '1916.1108.b_full.tif'}}","[{'id': 23331, 'description': 'Utagawa Kuniyoshi (Japanese, 1797–1861)', 'extent': None, 'qualifier': None, 'role': 'artist', 'biography': 'One of the principal Ukiyo-e artists of the late Edo period.', 'name_in_original_language': '歌川 国芳', 'birth_year': '1797', 'death_year': '1861'}]"
Third Print from A Low Tide Pentaptych,c. 1830,https://clevelandart.org/art/1916.1108.c,"{'annotation': None, 'web': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1108.c/1916.1108.c_web.jpg', 'width': '782', 'height': '900', 'filesize': '260871', 'filename': '1916.1108.c_web.jpg'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1108.c/1916.1108.c_print.jpg', 'width': '2956', 'height': '3400', 'filesize': '3685843', 'filename': '1916.1108.c_print.jpg'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1108.c/1916.1108.c_full.tif', 'width': '5738', 'height': '6600', 'filesize': '113643996', 'filename': '1916.1108.c_full.tif'}}","[{'id': 23331, 'description': 'Utagawa Kuniyoshi (Japanese, 1797–1861)', 'extent': None, 'qualifier': None, 'role': 'artist', 'biography': 'One of the principal Ukiyo-e artists of the late Edo period.', 'name_in_original_language': '歌川 国芳', 'birth_year': '1797', 'death_year': '1861'}]"
Fourth Print from A Low Tide Pentaptych,c. 1830,https://clevelandart.org/art/1916.1108.d,"{'annotation': None, 'web': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1108.d/1916.1108.d_web.jpg', 'width': '767', 'height': '900', 'filesize': '250181', 'filename': '1916.1108.d_web.jpg'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1108.d/1916.1108.d_print.jpg', 'width': '2896', 'height': '3400', 'filesize': '3661530', 'filename': '1916.1108.d_print.jpg'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1108.d/1916.1108.d_full.tif', 'width': '5703', 'height': '6695', 'filesize': '114575088', 'filename': '1916.1108.d_full.tif'}}","[{'id': 23331, 'description': 'Utagawa Kuniyoshi (Japanese, 1797–1861)', 'extent': None, 'qualifier': None, 'role': 'artist', 'biography': 'One of the principal Ukiyo-e artists of the late Edo period.', 'name_in_original_language': '歌川 国芳', 'birth_year': '1797', 'death_year': '1861'}]"
Fifth Print from A Low Tide Pentaptych,c. 1830,https://clevelandart.org/art/1916.1108.e,"{'annotation': None, 'web': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1108.e/1916.1108.e_web.jpg', 'width': '775', 'height': '900', 'filesize': '262603', 'filename': '1916.1108.e_web.jpg'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1108.e/1916.1108.e_print.jpg', 'width': '2926', 'height': '3400', 'filesize': '3767787', 'filename': '1916.1108.e_print.jpg'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1108.e/1916.1108.e_full.tif', 'width': '5659', 'height': '6576', 'filesize': '111671552', 'filename': '1916.1108.e_full.tif'}}","[{'id': 23331, 'description': 'Utagawa Kuniyoshi (Japanese, 1797–1861)', 'extent': None, 'qualifier': None, 'role': 'artist', 'biography': 'One of the principal Ukiyo-e artists of the late Edo period.', 'name_in_original_language': '歌川 国芳', 'birth_year': '1797', 'death_year': '1861'}]"
Pair of Earrings,1700s–1800s,https://clevelandart.org/art/1916.111,"{'annotation': None, 'web': {'url': 'https://openaccess-cdn.clevelandart.org/1916.111/1916.111_web.jpg', 'width': '900', 'height': '671', 'filesize': '202587', 'filename': '1916.111_web.jpg'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/1916.111/1916.111_print.jpg', 'width': '3400', 'height': '2534', 'filesize': '1767556', 'filename': '1916.111_print.jpg'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/1916.111/1916.111_full.tif', 'width': '6754', 'height': '5033', 'filesize': '102024548', 'filename': '1916.111_full.tif'}}",[]
Earring,1700s–1800s,https://clevelandart.org/art/1916.111.1,"{'annotation': None, 'web': {'url': 'https://openaccess-cdn.clevelandart.org/1916.111.1/1916.111.1_web.jpg', 'width': '741', 'height': '900', 'filesize': '188332', 'filename': '1916.111.1_web.jpg'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/1916.111.1/1916.111.1_print.jpg', 'width': '2800', 'height': '3400', 'filesize': '1927390', 'filename': '1916.111.1_print.jpg'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/1916.111.1/1916.111.1_full.tif', 'width': '3891', 'height': '4724', 'filesize': '55188772', 'filename': '1916.111.1_full.tif'}}",[]
Earring,1700s–1800s,https://clevelandart.org/art/1916.111.2,"{'annotation': None, 'web': {'url': 'https://openaccess-cdn.clevelandart.org/1916.111.2/1916.111.2_web.jpg', 'width': '721', 'height': '900', 'filesize': '189440', 'filename': '1916.111.2_web.jpg'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/1916.111.2/1916.111.2_print.jpg', 'width': '2725', 'height': '3400', 'filesize': '1901882', 'filename': '1916.111.2_print.jpg'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/1916.111.2/1916.111.2_full.tif', 'width': '3839', 'height': '4790', 'filesize': '55212332', 'filename': '1916.111.2_full.tif'}}",[]
The Shika Teahouse,early 1790s,https://clevelandart.org/art/1916.1113,"{'annotation': None, 'web': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1113/1916.1113_web.jpg', 'width': '900', 'height': '471', 'filesize': '311606', 'filename': '1916.1113_web.jpg'}, 'print': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1113/1916.1113_print.jpg', 'width': '3400', 'height': '1780', 'filesize': '3302117', 'filename': '1916.1113_print.jpg'}, 'full': {'url': 'https://openaccess-cdn.clevelandart.org/1916.1113/1916.1113_full.tif', 'width': '12668', 'height': '6631', 'filesize': '252032928', 'filename': '1916.1113_full.tif'}}","[{'id': 34752, 'description': 'Utagawa Toyokuni (Japanese, 1769–1825)', 'extent': None, 'qualifier': None, 'role': 'artist', 'biography': None, 'name_in_original_language': '歌川 豊国', 'birth_year': '1769', 'death_year': '1825'}]"
